id,album_id,image,title,description,published,created_at,updated_at
7,4,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/03\/50x50_crop\/jX3D45cHqRgXRrHY.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/03\/160x120\/jX3D45cHqRgXRrHY.jpg"",""height"":120,""width"":90},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/03\/240x180\/jX3D45cHqRgXRrHY.jpg"",""height"":180,""width"":135},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/03\/300x300_crop\/jX3D45cHqRgXRrHY.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/03\/640x480\/jX3D45cHqRgXRrHY.jpg"",""height"":480,""width"":360},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/03\/800x600\/jX3D45cHqRgXRrHY.jpg"",""height"":600,""width"":450},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/03\/jX3D45cHqRgXRrHY.jpg"",""height"":null,""width"":null}}","Site visit proyek pembangunan DP 0 Rupiah #bumdjakarta","Site visit proyek pembangunan DP 0 Rupiah #bumdjakarta",1,"2018-10-16 03:46:22","2018-10-16 04:29:03"
8,4,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/46\/42\/50x50_crop\/yCLIaw9FX3tkfh2t.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/46\/42\/160x120\/yCLIaw9FX3tkfh2t.jpg"",""height"":120,""width"":68},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/46\/42\/240x180\/yCLIaw9FX3tkfh2t.jpg"",""height"":180,""width"":101},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/46\/42\/300x300_crop\/yCLIaw9FX3tkfh2t.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/46\/42\/640x480\/yCLIaw9FX3tkfh2t.jpg"",""height"":480,""width"":270},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/46\/42\/800x600\/yCLIaw9FX3tkfh2t.jpg"",""height"":600,""width"":338},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/46\/42\/yCLIaw9FX3tkfh2t.jpg"",""height"":null,""width"":null}}","Site visit proyek pembangunan DP 0 Rupiah #bumdjakarta","Site visit proyek pembangunan DP 0 Rupiah #bumdjakarta",1,"2018-10-16 03:46:42","2018-10-16 03:46:42"
9,4,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/49\/50x50_crop\/xYdw1ZhSaWx6oyXi.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/49\/160x120\/xYdw1ZhSaWx6oyXi.jpg"",""height"":120,""width"":68},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/49\/240x180\/xYdw1ZhSaWx6oyXi.jpg"",""height"":180,""width"":101},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/49\/300x300_crop\/xYdw1ZhSaWx6oyXi.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/49\/640x480\/xYdw1ZhSaWx6oyXi.jpg"",""height"":480,""width"":270},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/49\/800x600\/xYdw1ZhSaWx6oyXi.jpg"",""height"":600,""width"":338},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/29\/49\/xYdw1ZhSaWx6oyXi.jpg"",""height"":null,""width"":null}}","Site visit proyek pembangunan DP 0 Rupiah #bumdjakarta","Site visit proyek pembangunan DP 0 Rupiah #bumdjakarta",1,"2018-10-16 04:29:49","2018-10-16 04:29:49"
10,6,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/31\/59\/50x50_crop\/9dFrwj5JxRQSxLmj.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/31\/59\/160x120\/9dFrwj5JxRQSxLmj.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/31\/59\/240x180\/9dFrwj5JxRQSxLmj.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/31\/59\/300x300_crop\/9dFrwj5JxRQSxLmj.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/31\/59\/640x480\/9dFrwj5JxRQSxLmj.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/31\/59\/800x600\/9dFrwj5JxRQSxLmj.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/31\/59\/9dFrwj5JxRQSxLmj.jpg"",""height"":null,""width"":null}}","Site Visit ke PT Transportasi Jakarta pada Acara Seleksi Calon Pramudi PT Transportasi Jakarta #bumdjakarta","Site Visit ke PT Transportasi Jakarta pada Acara Seleksi Calon Pramudi PT Transportasi Jakarta #bumdjakarta",1,"2018-10-16 04:32:00","2018-10-16 04:32:00"
11,6,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/16\/50x50_crop\/V9ZMBRY4rU1EW3Zm.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/16\/160x120\/V9ZMBRY4rU1EW3Zm.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/16\/240x180\/V9ZMBRY4rU1EW3Zm.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/16\/300x300_crop\/V9ZMBRY4rU1EW3Zm.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/16\/640x480\/V9ZMBRY4rU1EW3Zm.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/16\/800x600\/V9ZMBRY4rU1EW3Zm.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/16\/V9ZMBRY4rU1EW3Zm.jpg"",""height"":null,""width"":null}}","Site Visit ke PT Transportasi Jakarta pada Acara Seleksi Calon Pramudi PT Transportasi Jakarta #bumdjakarta","Site Visit ke PT Transportasi Jakarta pada Acara Seleksi Calon Pramudi PT Transportasi Jakarta #bumdjakarta",1,"2018-10-16 04:32:17","2018-10-16 04:32:17"
12,6,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/36\/50x50_crop\/7Or0cdjvB5bhXd0b.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/36\/160x120\/7Or0cdjvB5bhXd0b.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/36\/240x180\/7Or0cdjvB5bhXd0b.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/36\/300x300_crop\/7Or0cdjvB5bhXd0b.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/36\/640x480\/7Or0cdjvB5bhXd0b.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/36\/800x600\/7Or0cdjvB5bhXd0b.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/32\/36\/7Or0cdjvB5bhXd0b.jpg"",""height"":null,""width"":null}}","Site Visit ke PT Transportasi Jakarta pada Acara Seleksi Calon Pramudi PT Transportasi Jakarta #bumdjakarta","Site Visit ke PT Transportasi Jakarta pada Acara Seleksi Calon Pramudi PT Transportasi Jakarta #bumdjakarta",1,"2018-10-16 04:32:36","2018-10-16 04:32:36"
13,7,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/31\/50x50_crop\/L8RyzzMX7pKB9bxk.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/31\/160x120\/L8RyzzMX7pKB9bxk.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/31\/240x180\/L8RyzzMX7pKB9bxk.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/31\/300x300_crop\/L8RyzzMX7pKB9bxk.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/31\/640x480\/L8RyzzMX7pKB9bxk.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/31\/800x600\/L8RyzzMX7pKB9bxk.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/31\/L8RyzzMX7pKB9bxk.jpg"",""height"":null,""width"":null}}","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta",1,"2018-10-16 04:34:31","2018-10-16 04:34:31"
14,7,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/47\/50x50_crop\/ASzXhI0ER4f0SZHW.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/47\/160x120\/ASzXhI0ER4f0SZHW.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/47\/240x180\/ASzXhI0ER4f0SZHW.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/47\/300x300_crop\/ASzXhI0ER4f0SZHW.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/47\/640x480\/ASzXhI0ER4f0SZHW.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/47\/800x600\/ASzXhI0ER4f0SZHW.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/34\/47\/ASzXhI0ER4f0SZHW.jpg"",""height"":null,""width"":null}}","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta",1,"2018-10-16 04:34:48","2018-10-16 04:34:48"
15,7,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/00\/50x50_crop\/9V63NkQKl7oh67SV.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/00\/160x120\/9V63NkQKl7oh67SV.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/00\/240x180\/9V63NkQKl7oh67SV.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/00\/300x300_crop\/9V63NkQKl7oh67SV.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/00\/640x480\/9V63NkQKl7oh67SV.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/00\/800x600\/9V63NkQKl7oh67SV.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/00\/9V63NkQKl7oh67SV.jpg"",""height"":null,""width"":null}}","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta",1,"2018-10-16 04:35:01","2018-10-16 04:35:01"
16,7,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/19\/50x50_crop\/tl737Rr2sZy8CLcY.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/19\/160x120\/tl737Rr2sZy8CLcY.jpg"",""height"":120,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/19\/240x180\/tl737Rr2sZy8CLcY.jpg"",""height"":180,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/19\/300x300_crop\/tl737Rr2sZy8CLcY.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/19\/640x480\/tl737Rr2sZy8CLcY.jpg"",""height"":480,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/19\/800x600\/tl737Rr2sZy8CLcY.jpg"",""height"":600,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/35\/19\/tl737Rr2sZy8CLcY.jpg"",""height"":null,""width"":null}}","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta","Monitoring realisasi KPI dan pelaksanaan capex sesuai dengan RKAP PT Pembangunan Jaya Ancol, Tbk Tahun 2018. 10/10/2018 #bumdjakarta",1,"2018-10-16 04:35:20","2018-10-16 04:35:20"
17,8,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/29\/50x50_crop\/7Bd2ibk16wc2xJmL.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/29\/160x120\/7Bd2ibk16wc2xJmL.jpg"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/29\/240x180\/7Bd2ibk16wc2xJmL.jpg"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/29\/300x300_crop\/7Bd2ibk16wc2xJmL.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/29\/640x480\/7Bd2ibk16wc2xJmL.jpg"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/29\/800x600\/7Bd2ibk16wc2xJmL.jpg"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/29\/7Bd2ibk16wc2xJmL.jpg"",""height"":null,""width"":null}}","Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah.","Pada hari Jumat, 12 Oktober 2018, Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah, bertempat di Rusunami Klapa Village, Pondok Kelapa, Jakarta Timur yang dibangun oleh PD Pembangunan Sarana Jaya.",1,"2018-10-16 04:37:30","2018-10-16 04:37:30"
18,8,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/56\/50x50_crop\/cwPCxopZEaKuYMy6.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/56\/160x120\/cwPCxopZEaKuYMy6.jpg"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/56\/240x180\/cwPCxopZEaKuYMy6.jpg"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/56\/300x300_crop\/cwPCxopZEaKuYMy6.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/56\/640x480\/cwPCxopZEaKuYMy6.jpg"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/56\/800x600\/cwPCxopZEaKuYMy6.jpg"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/37\/56\/cwPCxopZEaKuYMy6.jpg"",""height"":null,""width"":null}}","Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah.","Pada hari Jumat, 12 Oktober 2018, Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah, bertempat di Rusunami Klapa Village, Pondok Kelapa, Jakarta Timur yang dibangun oleh PD Pembangunan Sarana Jaya.",1,"2018-10-16 04:37:57","2018-10-16 04:37:57"
19,8,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/29\/50x50_crop\/6hKV8Gvwun8ewmFm.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/29\/160x120\/6hKV8Gvwun8ewmFm.jpg"",""height"":106,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/29\/240x180\/6hKV8Gvwun8ewmFm.jpg"",""height"":158,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/29\/300x300_crop\/6hKV8Gvwun8ewmFm.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/29\/640x480\/6hKV8Gvwun8ewmFm.jpg"",""height"":422,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/29\/800x600\/6hKV8Gvwun8ewmFm.jpg"",""height"":528,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/29\/6hKV8Gvwun8ewmFm.jpg"",""height"":null,""width"":null}}","Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah.","Pada hari Jumat, 12 Oktober 2018, Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah, bertempat di Rusunami Klapa Village, Pondok Kelapa, Jakarta Timur yang dibangun oleh PD Pembangunan Sarana Jaya.",1,"2018-10-16 04:38:30","2018-10-16 04:38:30"
20,8,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/53\/50x50_crop\/029ZaUyVWXVTRRJb.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/53\/160x120\/029ZaUyVWXVTRRJb.jpg"",""height"":107,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/53\/240x180\/029ZaUyVWXVTRRJb.jpg"",""height"":160,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/53\/300x300_crop\/029ZaUyVWXVTRRJb.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/53\/640x480\/029ZaUyVWXVTRRJb.jpg"",""height"":427,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/53\/800x600\/029ZaUyVWXVTRRJb.jpg"",""height"":533,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/38\/53\/029ZaUyVWXVTRRJb.jpg"",""height"":null,""width"":null}}","Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah.","Pada hari Jumat, 12 Oktober 2018, Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah, bertempat di Rusunami Klapa Village, Pondok Kelapa, Jakarta Timur yang dibangun oleh PD Pembangunan Sarana Jaya.",1,"2018-10-16 04:38:54","2018-10-16 04:38:54"
21,8,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/16\/39\/26\/50x50_crop\/Hs2A2Nr8Ivjl5jTb.jpg"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/16\/39\/26\/160x120\/Hs2A2Nr8Ivjl5jTb.jpg"",""height"":105,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/16\/39\/26\/240x180\/Hs2A2Nr8Ivjl5jTb.jpg"",""height"":158,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/16\/39\/26\/300x300_crop\/Hs2A2Nr8Ivjl5jTb.jpg"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/16\/39\/26\/640x480\/Hs2A2Nr8Ivjl5jTb.jpg"",""height"":420,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/16\/39\/26\/800x600\/Hs2A2Nr8Ivjl5jTb.jpg"",""height"":525,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/16\/39\/26\/Hs2A2Nr8Ivjl5jTb.jpg"",""height"":null,""width"":null}}","Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah.","Pada hari Jumat, 12 Oktober 2018, Gubernur Provinsi DKI Jakarta Bapak Anies Baswedan resmi meluncurkan Rumah Susun Sederhana Milik (Rusunami) dengan program bernama Solusi Rumah Warga (Samawa) DP 0 Rupiah, bertempat di Rusunami Klapa Village, Pondok Kelapa, Jakarta Timur yang dibangun oleh PD Pembangunan Sarana Jaya.",1,"2018-10-16 04:39:26","2018-10-16 04:39:26"
22,9,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/25\/50x50_crop\/OzPUdikYbso0nuDe.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/25\/160x120\/OzPUdikYbso0nuDe.JPG"",""height"":90,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/25\/240x180\/OzPUdikYbso0nuDe.JPG"",""height"":135,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/25\/300x300_crop\/OzPUdikYbso0nuDe.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/25\/640x480\/OzPUdikYbso0nuDe.JPG"",""height"":360,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/25\/800x600\/OzPUdikYbso0nuDe.JPG"",""height"":450,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/25\/OzPUdikYbso0nuDe.JPG"",""height"":null,""width"":null}}","Profil PT Transportasi Jakarta","Profil PT Transportasi Jakarta",1,"2018-10-22 02:00:15","2018-10-22 02:00:25"
23,9,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/35\/50x50_crop\/1O1ATv3aTFHdorRn.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/35\/160x120\/1O1ATv3aTFHdorRn.JPG"",""height"":90,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/35\/240x180\/1O1ATv3aTFHdorRn.JPG"",""height"":135,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/35\/300x300_crop\/1O1ATv3aTFHdorRn.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/35\/640x480\/1O1ATv3aTFHdorRn.JPG"",""height"":360,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/35\/800x600\/1O1ATv3aTFHdorRn.JPG"",""height"":450,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/35\/1O1ATv3aTFHdorRn.JPG"",""height"":null,""width"":null}}","Profil PT Transportasi Jakarta","Profil PT Transportasi Jakarta",1,"2018-10-22 02:00:36","2018-10-22 02:00:36"
24,9,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/44\/50x50_crop\/f88hSLcX2loSHfkJ.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/44\/160x120\/f88hSLcX2loSHfkJ.JPG"",""height"":90,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/44\/240x180\/f88hSLcX2loSHfkJ.JPG"",""height"":135,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/44\/300x300_crop\/f88hSLcX2loSHfkJ.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/44\/640x480\/f88hSLcX2loSHfkJ.JPG"",""height"":360,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/44\/800x600\/f88hSLcX2loSHfkJ.JPG"",""height"":450,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/22\/00\/44\/f88hSLcX2loSHfkJ.JPG"",""height"":null,""width"":null}}","Profil PT Transportasi Jakarta","Profil PT Transportasi Jakarta",1,"2018-10-22 02:00:45","2018-10-22 02:00:45"
25,9,"{""thumbnail"":{""url"":""\/pics\/user\/2018\/10\/22\/01\/11\/50x50_crop\/BlEWv5F768zBTtEC.JPG"",""height"":50,""width"":50},""xsmall"":{""url"":""\/pics\/user\/2018\/10\/22\/01\/11\/160x120\/BlEWv5F768zBTtEC.JPG"",""height"":90,""width"":160},""small"":{""url"":""\/pics\/user\/2018\/10\/22\/01\/11\/240x180\/BlEWv5F768zBTtEC.JPG"",""height"":135,""width"":240},""profile"":{""url"":""\/pics\/user\/2018\/10\/22\/01\/11\/300x300_crop\/BlEWv5F768zBTtEC.JPG"",""height"":300,""width"":300},""medium"":{""url"":""\/pics\/user\/2018\/10\/22\/01\/11\/640x480\/BlEWv5F768zBTtEC.JPG"",""height"":360,""width"":640},""large"":{""url"":""\/pics\/user\/2018\/10\/22\/01\/11\/800x600\/BlEWv5F768zBTtEC.JPG"",""height"":450,""width"":800},""original"":{""url"":""\/pics\/user\/2018\/10\/22\/01\/11\/BlEWv5F768zBTtEC.JPG"",""height"":null,""width"":null}}","Profil PT Transportasi Jakarta","Profil PT Transportasi Jakarta",1,"2018-10-22 02:01:12","2018-10-22 02:01:12"
